,expediente,tipo de contrato,estado,importe,fechas,organo de contratacion
341,"230/2019/87
Procedimiento simplificado abreviado para el suministro de huevos incubables y pienso para la manutención de los pollos para la Casa de las Ciencias","Suministros
Adquisición",Resuelta,"3.856,00","Publicación PLACSP:
Adjudicación:22/03/2019",Junta de Gobierno del Ayuntamiento de A Coruña
342,"430/2017/135
Realización de las obras comprendidas en el proyecto de reparaciones en fachada y cubierta de Casa Paredes.","Obras
Construcción de cubiertas y estructuras de cerramiento",Resuelta,"157.796,00","Publicación PLACSP:
Adjudicación:04/06/2019
Formalización:12/07/2019",Junta de Gobierno del Ayuntamiento de A Coruña
343,"521/2018/53
Proyecto de remodelación y mejoras de accesibilidad de la calle Alcalde Liaño Flores","Obras
Otras construcciones especializadas",Resuelta,"280.649,10","Publicación PLACSP:
Adjudicación:31/05/2019
Formalización:11/07/2019",Junta de Gobierno del Ayuntamiento de A Coruña
344,"105/2019/40
Procedimiento simplificado abreviado para la prestación del servicio de acciones de formación específicas destinadas a las personas usuarias del Aula CeMiT situada en el centro cívico municipal de Eirís, dependiente de la Concejalía de Xustiza Social e Coidados","Servicios
Servicios de educación y formación profesional",Adjudicada,"4.546,52","Publicación PLACSP:
Adjudicación:05/07/2019",Junta de Gobierno del Ayuntamiento de A Coruña
345,"CI1/2019/223
Procedimiento simplificado abreviado para el alquiler de las casetas y carpas de la feria del salón del cómic “Viñetas desde el Atlántico” 2019","Suministros
Alquiler",Adjudicada,"14.876,03","Publicación PLACSP:
Adjudicación:09/07/2019",Junta de Gobierno del Ayuntamiento de A Coruña
346,"GEY/2018/362
servicio de conservación y mantenimiento de las instalaciones de climatización y electricidad del Servicio de Atención al Ciudadano de A Coruña (teléfono 010)","Servicios
Servicios de mantenimiento y reparación",Resuelta,"5.227,19","Publicación PLACSP:
Adjudicación:11/06/2019
Formalización:08/07/2019",Junta de Gobierno del Ayuntamiento de A Coruña
347,"CI1/2019/178
Procedimiento simplificado abreviado para el suministro de partituras para la ejecución de los programas de la Banda Municipal (gestión de director y partichelas para los músicos)","Suministros
Adquisición",Adjudicada,"5.769,00","Publicación PLACSP:
Adjudicación:12/06/2019",Junta de Gobierno del Ayuntamiento de A Coruña
348,"831/2018/112
suministro de una cesta de reposición para el vehículo Iveco Magirus M32 L-AS (DLA (K) 23-12 CS SE) perteneciente al SEIS de A Coruña","Suministros
Adquisición",Resuelta,"90.909,09","Publicación PLACSP:
Adjudicación:12/06/2019
Formalización:20/06/2019",Junta de Gobierno del Ayuntamiento de A Coruña
349,"360/2018/5389
Contratación, por lotes, del servicio de asistencia y colaboración en la realización de auditorías de las cuentas anuales de las entidades que forman parte del perímetro del grupo del Ayuntamiento de A Coruña","Servicios
Servicios de contabilidad, auditoría y teneduría de libros",Resuelta,"37.050,00","Publicación PLACSP:
Adjudicación:15/05/2019
Formalización:20/06/2019",Junta de Gobierno del Ayuntamiento de A Coruña
350,"LIC9
Disparo pirotécnico de la Batalla Naval","Servicios
Servicios de esparcimiento, culturales y deportivos",Evaluación,"33.500,00",Present. Oferta:02/07/2019,Consejo Rector del Instituto Municipal de Coruña Espactáculos
351,"100/2018/14
Mantenimiento evolutivo, correctivo y preventivo de la plataforma software de gestión de contenidos web municipal","Servicios
Servicios de mantenimiento y reparación",Resuelta,"36.000,00","Publicación PLACSP:
Adjudicación:07/05/2019
Formalización:11/06/2019",Junta de Gobierno del Ayuntamiento de A Coruña
352,"541/2018/2118
Obras comprendidas en el proyecto de reparación de cubiertas, pavimento y mejora de la red de servicios en el 3º departamento, zona ampliación del Cementerio de San Amaro, incluida en el marco general de la Estrategia DUSI de A Coruña y podrá formar parte de una operación que podrá ser financiada por el Fondo Europeo de Desarrollo Regional (FEDER) en el marco del eje 12 de desarrollo urbano del Programa Operativo de Crecimiento Sostenible, con un coeficiente de cofinanciación del FEDER del 80%","Obras
Construcción",Resuelta,"181.818,18","Publicación PLACSP:
Adjudicación:14/05/2019
Formalización:11/06/2019",Junta de Gobierno del Ayuntamiento de A Coruña
353,"521/2018/739
Suministro de energía eléctrica renovable en Baja y Media Tensión del Ayuntamiento de A Coruña","Suministros
Adquisición",Resuelta,"5.703.118,31","Publicación PLACSP:
Adjudicación:03/05/2019
Formalización:06/06/2019",Junta de Gobierno del Ayuntamiento de A Coruña
354,"211/2018/564
Suministro, por lotes, de medallas y trofeos para regalo institucional y protocolario por parte del Servicio Municipal de Deportes","Suministros
Adquisición",Evaluación,"49.890,00",Present. Oferta:02/04/2019,Junta de Gobierno del Ayuntamiento de A Coruña
355,"100/2018/5
Gestión y renovación de la cartera de dominios de Internet del Ayuntamiento de A Coruña","Servicios
Servicios de informática y servicios conexos",Resuelta,"4.500,00","Publicación PLACSP:
Adjudicación:04/03/2019
Formalización:03/06/2019",Junta de Gobierno del Ayuntamiento de A Coruña
356,"237/2018/112
""Escuela intercultural"" para el desarrollo de actividades de dinamización socioeducativa y adquisición de competencia sociales, culturales y lingüísticas destinado a la población de A Coruña","Servicios
Servicios de educación y formación profesional",Resuelta,"93.363,45","Publicación PLACSP:
Adjudicación:22/04/2019
Formalización:03/06/2019",Junta de Gobierno del Ayuntamiento de A Coruña
357,"237/2018/36
Servicios complementarios y administrativos específicos necesarios para el correcto funcionamiento del Centro de Información de las Mujeres (CIM)","Servicios
Servicios de limpieza de edificios y servicios de administración de bienes raíces",Resuelta,"32.893,65","Publicación PLACSP:
Adjudicación:16/04/2019
Formalización:03/06/2019",Junta de Gobierno del Ayuntamiento de A Coruña
358,"541/2018/2158
Obras comprendidas en el proyecto de construcción de 76 nichos y 40 ceniceros en el cementerio de Feán","Obras
Construcción",Resuelta,"82.644,62","Publicación PLACSP:
Adjudicación:13/05/2019
Formalización:03/06/2019",Junta de Gobierno del Ayuntamiento de A Coruña
359,"236/2017/75
Realización de las obras comprendidas en el proyecto de mejora de las condiciones de protección contra incendios en los núcleos de escaleras en el CEIP Wenceslao Fernández Flórez","Obras
Acabado de edificios y obras",Resuelta,"86.211,54","Publicación PLACSP:
Adjudicación:30/04/2019
Formalización:03/06/2019",Junta de Gobierno del Ayuntamiento de A Coruña
360,"GEY/2018/132
Suministro de agua mineral natural envasada en garrafas de 20 litros a través de dispensadores refrigeradores y suministro de vasos de plástico desechables para el Palacio Municipal de María Pita.","Suministros
Adquisición",Adjudicada,"3.305,79","Publicación PLACSP:
Adjudicación:13/07/2018",Junta de Gobierno del Ayuntamiento de A Coruña
361,"211/2019/293
Procedimiento simplificado abreviado para el suministro de los trofeos específicos para la edición del año 2019 del Trofeo Teresa Herrera de Fútbol Masculino y Femenino","Suministros
Adquisición",Evaluación,"34.545,00",Present. Oferta:13/06/2019,Junta de Gobierno del Ayuntamiento de A Coruña
362,"211/2019/305
contratación del servicio complementario para la ejecución del programa municipal “TRAINEES” 2019","Servicios
Otros servicios",Evaluación,"18.603,90",Present. Oferta:14/06/2019,Junta de Gobierno del Ayuntamiento de A Coruña
363,"851/2018/168
Procedimiento simplificado abreviado para el suministro de vestuario para el personal del parque móvil y de la estación de autobuses","Suministros
Adquisición",Evaluación,"7.062,00",Present. Oferta:10/06/2019,Junta de Gobierno del Ayuntamiento de A Coruña
364,"521/2018/361
Suministro de bancos para el encuentro y descanso de la vecindad de A Silva, Cances y Penamoa","Suministros
Adquisición",Resuelta,"41.278,65","Publicación PLACSP:
Adjudicación:02/05/2019
Formalización:16/05/2019",Junta de Gobierno del Ayuntamiento de A Coruña
365,"236/2018/209
Gestión del programa educativo municipal “Idiomas do Mundo”","Servicios
Servicios de educación y formación profesional",Resuelta,"123.966,94","Publicación PLACSP:
Adjudicación:26/03/2019
Formalización:16/05/2019",Junta de Gobierno del Ayuntamiento de A Coruña
366,"106/2018/228
Obras de reforma de seis salas de calderas de producción centralizada de agua caliente sanitaria mediante caldera de gas natural y apoyo solar térmico en el Grupo de Viviendas Municipales ""Nuestra Señora del Carmen""","Obras
Instalación de edificios y obras",Resuelta,"115.808,51","Publicación PLACSP:
Adjudicación:12/04/2019
Formalización:14/05/2019",Junta de Gobierno del Ayuntamiento de A Coruña
367,"527/2018/385
Servicio de consultoría en tienda denominado ""Tiendas a examen por barrios""","Servicios
Otros servicios",Resuelta,"95.699,26","Publicación PLACSP:
Adjudicación:16/04/2019
Formalización:14/05/2019",Junta de Gobierno del Ayuntamiento de A Coruña
368,"861/2018/113
Suministro, por modalidad de renting, de tres vehículos con distintivos para el servicio de la Policía Local del Ayuntamiento de A Coruña (3 lotes)","Suministros
Alquiler",Resuelta,"178.512,40","Publicación PLACSP:
Adjudicación:20/03/2019
Formalización:14/05/2019",Junta de Gobierno del Ayuntamiento de A Coruña
369,"231/2019/32
Procedimiento simplificado abreviado para el servicio de encuadernación de periódicos que se adquieren diariamente (prensa actual) y reparaciones menores de libros en la Biblioteca de Estudios Locales","Servicios
Otros servicios",Adjudicada,"4.800,00","Publicación PLACSP:
Adjudicación:17/04/2019",Junta de Gobierno del Ayuntamiento de A Coruña
370,"526/2019/22
Procedimiento simplificado abreviado para el servicio de asistencia técnica para el desarrollo de las acciones de participación del Ayuntamiento en el programa europeo URBACT III para el desarrollo del programa RU:RBAN, durante el período 2019-2020","Servicios
Otros servicios",Evaluación,"34.959,38",Present. Oferta:23/05/2019,Junta de Gobierno del Ayuntamiento de A Coruña
371,"236/2019/50
Procedimiento simplificado abreviado para el servicio de acogida, cuidado, vigilancia con y sin almuerzo de escolares en Centros de Educación Infantil y Primaria (CEIP) de la ciudad, denominado ""Madrugadoras/es""","Servicios
Servicios de educación y formación profesional",Evaluación,"30.000,00",Present. Oferta:21/05/2019,Junta de Gobierno del Ayuntamiento de A Coruña
372,"521/2018/528
Obras de retirada de pasarela en la Plaza Coronel Cerviño por motivos de seguridad","Obras
Demolición de inmuebles y movimientos de tierras",Adjudicada,"49.974,26","Publicación PLACSP:
Adjudicación:02/05/2019",Junta de Gobierno del Ayuntamiento de A Coruña
373,"541/2018/1824
Servicio de conservación y mantenimiento de la jardinería histórica y del arbolado singular de la ciudad de A Coruña","Servicios
Otros servicios",Evaluación,"389.864,22",Present. Oferta:29/04/2019,Junta de Gobierno del Ayuntamiento de A Coruña
374,"521/2018/39
Remodelación de los cruces de las calles Salgado Torres, Fernández Latorre, Ramón y Cajal y Alcalde Pérez Ardá (glorieta)","Obras
Otras construcciones especializadas",Resuelta,"575.443,43","Publicación PLACSP:
Adjudicación:29/03/2019
Formalización:30/04/2019",Junta de Gobierno del Ayuntamiento de A Coruña
375,"230/2018/340
Suministro de gas natural para el sistema de calefacción de la Domus, perteneciente a los Museos Científicos Coruñeses","Suministros
Adquisición",Resuelta,"18.200,00","Publicación PLACSP:
Adjudicación:25/02/2019
Formalización:30/04/2019",Junta de Gobierno del Ayuntamiento de A Coruña
376,"244/2018/944
Procedimiento simplificado abreviado para la organización, gestión y ejecución del programa educativo Escuela de Verano 2019 de la Oficina municipal de información a las personas consumidoras, para fomentar el consumo responsable de los y las menores y facilitar la conciliación de la vida familiar","Servicios
Servicios de educación y formación profesional",Adjudicada,"17.462,21","Publicación PLACSP:
Adjudicación:26/04/2019",Junta de Gobierno del Ayuntamiento de A Coruña
377,"CI1/2018/689
Servicio de limpieza, de conserjería y servicios complementarios en el Centro Sociocultural Ágora","Servicios
Servicios de limpieza de edificios y servicios de administración de bienes raíces",Evaluación,"245.053,35",Present. Oferta:26/03/2019,Junta de Gobierno del Ayuntamiento de A Coruña
378,"238/2018/772
Contratación, por lotes, de los servicios para la coordinación, mediación y comunicación del programa “Laboratorio de Innovación Ciudadana–COLAB” de la Concejalía de Participación e Innovación Democrática que fomente la estabilidad en el empleo, la igualdad entre todas las personas y el respeto al medio ambiente en su ejecución","Servicios
Otros servicios",Evaluación,"110.350,10",Present. Oferta:08/05/2019,Junta de Gobierno del Ayuntamiento de A Coruña
